product_description,reason_for_recall,status,classification,recalling_firm,recall_initiation_date,voluntary_mandated,city,state
"a) Firminite 805 mg is packaged in 2 count, 4 count, and 10 count capsules blister packs in a box, WWW.FIRMINITE.COM, b) Libidron 410 mg  is packaged in 2 count, 4 count, and 10 count capsules blister packs in a box, WWW.LIBIDRON.COM , c)Extra Strength Instant Hot Rod 496 mg is packaged in 4 count and 10 count capsule blister packs in a box, www.HotRodExtraStrength.com","Marketed Without an Approved NDA/ANDA: These products found to contain undeclared tadalafil. Tadalafil is an FDA-approved drug for the treatment of male Erectile Dysfunction (ED), making these products unapproved new drugs.",Terminated,Class I,"InSo-Independent Contractor for West Coast Nutritionals,LTD",20120518,Voluntary: Firm initiated,Allen,TX
"Secret, powder fresh, (Aluminum chlorohydrate 24%), Anti-Perspirant/Deodorant, Topical spray can Net Wt., (a) 4OZ (113g), NDC 37000-134-11, UPC 0 37000 71109 4, (b) 6OZ (170g),  NDC 37000-134-17, UPC 0 37000 71108 7; (c) twin pack-2 Topical spray cans, each can Net Wt. 6OZ (170g),  NDC: 37000-134-01, UPC 0 37000 58690 6; Dist. by: Procter & Gamble, Cincinnati, OH 45202,",CGMP Deviation; manufactured at the same facility where other lots were found to be contaminated with benzene,Terminated,Class II,The Procter & Gamble Company,20211123,Voluntary: Firm initiated,Cincinnati,OH
"PENICILLIN in D5W, Packaged as a)36MU in 360ML Homepumps and b) 51MU in 510ML Homepumps, Rx Only. SENTARA HOME HEALTH SENTARA RX, 535 Independence Pkwy ste.300, Chesapeake, VA 23320-5176.",Lack of Assurance of Sterility: Product sterility cannot be guaranteed.,Terminated,Class II,Sentara Enterprises,20150918,Voluntary: Firm initiated,Chesapeake,VA
"TOBRAMYCIN 660MG IN NS 66ML, antibiotic, Rx Only, use with homepump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320,",Lack of sterility assurance,Completed,Class II,Sentara Infusion Services,20221227,Voluntary: Firm initiated,Chesapeake,VA
Testosterone Topical Cream 4%,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,Terminated,Class II,"MPRX, Inc. dba Medical Park Pharmacy",20191218,Voluntary: Firm initiated,Dallas,TX
"CHINA-GEL WHITE (Camphor 3.00%, Menthol 5.00%), A TOPICAL PAIN RELIEVER, packaged in a) 2 oz(56.8g) Tube, 76305-301-13  ; b) 4 oz (113.5 g) jar, UPC 6 87806 20004 1, NDC 76305-301-02 ; c) 6 OZ (170 g) tube, UPC 6 87806 20006 5, NDC 76305-301-03; d) 8 oz (226.8 g) Jar, UPC 6 87806 20008 9, NDC  76305-301-04; e) 16 oz ( 453.6 g) Bottle w/ Pump, UPC 6 87806 20016 4, NDC 76305-301-05; f) 120 oz (3.78L) gallon, UPC 6 87806 20128 4, NDC 76305-301-06: Distributed by: CHINA-GEL LLC, Arlington Heights, IL 60005,",CGMP deviations: Product being recalled as it was made in the same facility where contamination with B. cepacia was found in other products.,Ongoing,Class II,China Gel Inc,20210310,Voluntary: Firm initiated,Arlington Heights,IL
BENICAR 40MG 30; NDC/UPC 65597010430; RX; TABLETS,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,Terminated,Class II,Cardinal Health Inc.,20210315,Voluntary: Firm initiated,Dublin,OH
"Telmisartan and Hyrdochlorothiazide Tablets  40mg/12.5 mg, 30-count bottles,  Rx Only, Manufactured for:Macleods Pharma USA, Inc. Plainsboro, NJ 08536, Manufactured for: Macleods Pharmaceuticals Ltd. Baddi, Himchal Pradesh INDIA, NDC 33342-128-07",Failed Content Uniformity Specifications: The product is out of specification for blend uniformity.,Terminated,Class II,Macleods Pharma Usa Inc,20190225,Voluntary: Firm initiated,Plainsboro,NJ
"NAPROXEN TABLETS USP, 500 mg, 100-count Tablets per bottle, Rx only, Manufactured by: Glenmark Generics Ltd., Colvale-Bardez, Goa 403513, India; Manufactured for: Glenmark Generics Inc., USA, Mahwah, NJ 07430; NDC 68462-190-01.","Labeling: Label Mix-Up: Bottles labeled as Naproxen Tablets USP, 500 mg, 100-count may contain 90-count Pravastatin Sodium Tablets, 40 mg.",Terminated,Class II,"Glenmark Generics Inc., USA",20120706,Voluntary: Firm initiated,Mahwah,NJ
"Atorvastatin Calcium Tablets, 20 mg, 90 tablets per bottle, Rx only, Manufactured for: Ranbaxy Pharmaceuticals Inc., Jacksonville, FL 32257, USA, by: Ranbaxy Laboratories Ltd., New Delhi - 110019, India, NDC #: 63304-828-90","Presence of Particulate Matter: Certain batches of Atorvastatin tablets 10 mg, 20 mg and 40 mg may contain small glass particulates.",Terminated,Class II,Ranbaxy Inc.,20121109,Voluntary: Firm initiated,Princeton,NJ
"HyperLyte CR  Injection, 500 mL bag, Rx only, Central Admixture Pharmacy Services, 6580 Snowdrift Road, Allentown, PA  18106, NDC 71285-8094-1, code 7128580941.",Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,Terminated,Class II,"Central Admixture Pharmacy Services, Inc.",20230428,Voluntary: Firm initiated,Allentown,PA
"Modesa instant HAND SANITIZER with moisturizers & vitamin E, (70% ethyl alcohol), 33.8 FL OZ (1 L) bottle, Distributed by Greenbrier International, Inc., 500 Volvo Parkway, Chesapeake, VA 23320, Made in Mexico. UPC 0 32251 49935 7",CGMP Deviations: recalled because it was manufactured in the same facility as the product found to contain methanol which represents poor Current Good Manufacturing Practices.,Terminated,Class II,"4e Brands North America, Llc",20200711,Voluntary: Firm initiated,San Antonio,TX
"Mitomycin 0.02%,2.5ml Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,Terminated,Class II,"Main Street Family Pharmacy, LLC",20130528,Voluntary: Firm initiated,Newbern,TN
"Hyaluronidase Injection, all strengths and all presentations including a) Hyaluronidase 150u/mL, b) Hyaluronidase 150u/ml 1 mL PF, c) Hyaluronidase 150u/mL PF 1ml SDV, Rx only, Green Valley Drugs, 1850 Whitney Mesa, #180, Henderson, NV  89014.","Lack of Assurance of Sterility: all sterile products compounded, repackaged, and distributed by this compounding pharmacy due to lack of sterility assurance and concerns associated with the quality control processes.",Terminated,Class II,"FVS Holdings, Inc. dba. Green Valley Drugs",20130410,Voluntary: Firm initiated,Henderson,NV
"Diltiazem Hydrochloride Extended-Release Capsules, USP 120mg, Twice-a-Day Dosage, Rx Only, 100 Capsules per bottle, Mfd for: Northstar Rx LLC, Memphis, TN, Mfd by: Glenmark Pharmaceuticals Limited, Pithampur, Madhya Pradesh India, NDC 16714-555-01.",cGMP Deviations: Presence of N-nitroso-Desmethyl-Diltiazem impurity above FDA recommended interim limit.,Ongoing,Class II,"Glenmark Pharmaceuticals Inc., USA",20241101,Voluntary: Firm initiated,Mahwah,NJ
"S-MIC 25/50/50MG/ML B12A1MG/ML MDV INJ SOLN; Rx Only, a) 10ML b) 30ML glass vial. Red Mountain Compounding RX.",Lack of Assurance of Sterility,Terminated,Class II,"First Royal Care Co. LLC, dba Red Mountain Compounding Pharmacy",20190812,Voluntary: Firm initiated,Mesa,AZ
"Dextrose 50% Solution, compounded by Olympia Pharmacy, Orlando, FL",Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,Ongoing,Class II,"Lowlite Investments, Inc. D/B/A Olympia Pharmacy",20130529,Voluntary: Firm initiated,Orlando,FL
"PGE1-LIDOCAINE 40 MCG-1% /ML* INJECTABLE, (a) 10 ml (b) 9ml, Professional Compounding Pharmacy, 996 NW Circle Blvd. #105 Corvallis, OR 97330 .",Lack of Processing Controls: Insanitary conditions observed during compounding of sterile drugs during recent FDA Inspection.,Terminated,Class II,Health Solutions Pharmacy Center Inc dba Professional Compounding Pharmacy,20190221,Voluntary: Firm initiated,Corvallis,OR
"Dr. King's SafeCare Rx Allergies: Fruits & Vegetables, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955250128, NDC 57955-2501-2",Microbial contamination,Terminated,Class I,King Bio Inc.,20180720,Voluntary: Firm initiated,Asheville,NC
"VERAPAMIL HCL, Tablet, 40 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00591040401.","Labeling: Label Mixup: VERAPAMIL HCL, Tablet, 40 mg may have potentially been mislabeled as one of the following drugs:  ATORVASTATIN CALCIUM, Tablet, 10 mg, NDC 00378201577, Pedigree: W003095, EXP: 6/12/2014;  TACROLIMUS, Capsule, 1 mg, NDC 00781210301, Pedigree: W003352, EXP: 3/31/2014.",Terminated,Class II,"Aidapak Services, LLC",20130702,Voluntary: Firm initiated,Vancouver,WA
"Vitamin B12 Methylcobalamin 5000 Injection USP 5000 mcg/ml, 10 ml vial and 30 ml vial, Sterile, for IM or Deep SQ Use, Multiple Dose Vial, Manufactured by: CB Inc. for Sunshine Labs, www.sunshinelabs.us.",Marketed without an Approved NDA/ANDA; IM and SQ injectable products are being recalled because the manufacturing firm is not registered with the FDA as a drug manufacturer,Terminated,Class II,Medical Supply Liquidators Llc,20140625,Voluntary: Firm initiated,Clive,IA
"CHARMS BLOW POP WATERMELON SCENTED ANTIBACTERIAL HAND GEL (Ethyl Alcohol 62%), 1.35 fl oz / 40 mL, OTC, Distributed by: JFL Enterprises, Inc. Cleveland, Ohio 44102.",CGMP deviations: Stability testing was not conducted on manufactured sunscreen and hand sanitizer OTC products.,Terminated,Class III,"NingBo Huize Commodity Co.,Ltd.",20190401,Voluntary: Firm initiated,Yuyao,N/A
"IV Cocktail #2 (Ascorbic Acid 200 mg+Vitamin A Acetate 330 IU+Vitamin D3 200 IU+Thiamine HCL 6 mg+Riboflavin-5-Phosphate Sod 3.6 mg+Pyridoxine HCL 6 mg+Niacinamide 40 mg+Dexpanthenol 15 mg+Vitamin 40E Succinate 10 IU+Phytonadione (K1) 150 mcg/5 mL), (30 ML).  Compounded by Tri-Coast Pharmacy",Lack of Assurance of Sterility,Ongoing,Class II,Tri-Coast Pharmacy,20161117,Voluntary: Firm initiated,Juno Beach,FL
"Levoxyl (levothyroxine sodium) tablets, USP 150 mcg, packaged in a) 100-count bottles (NDC 60793-858-01) and b) 1000-count bottles ( NDC 60793-858-10 ) Rx only, Manufactured and Distributed by:  King Pharmaceuticals, Inc., Bristol, TN  37620.",Chemical contamination: emission of strong odor after package was opened.,Completed,Class II,Pfizer Inc.,20130328,Voluntary: Firm initiated,New York,NY
"Mexiletine HCl active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,Terminated,Class II,Attix Pharmaceuticals,20141114,Voluntary: Firm initiated,Toronto,
"Amantadine Hydrochloride Oral Solution USP, 50mg/5mL, 473mL bottles, Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs",CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,Class II,"Akorn, Inc.",20230426,Voluntary: Firm initiated,Gurnee,IL
"norepinephrine 4 mg added to dextrose 5% 250 mL*, 16 mcg/mL, 250 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., 6580 Snowdrift Rd., Ste 100, Allentown, PA  18106, NDC 71285-6056-1.",Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,Terminated,Class II,"Central Admixture Pharmacy Services, Inc.",20230428,Voluntary: Firm initiated,Allentown,PA
"S-MIC 25/50/50MG/ML MDV SOLN, 30ml glass vial, Rx Only, Red Mountain Compounding RX.",Lack of Assurance of Sterility,Terminated,Class II,"First Royal Care Co. LLC, dba Red Mountain Compounding Pharmacy",20190812,Voluntary: Firm initiated,Mesa,AZ
"fentaNYL in 0.9% sodium chloride, 10 mcg/1 mL, (10 mcg/mL), 3 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C San Diego, CA 92126, NDC: 71286-2071-1",Lack of assurance of sterility: Lack of validation data for sanitization cycles,Terminated,Class II,Central Admixture Pharmacy Services Inc,20230717,Voluntary: Firm initiated,San Diego,CA
"Human Chorionic Gonadotropin (hCG) Injection, HCG [10ML] 1000 IU/ML INJECTABLE, For IM, SC Use, Refrigerate,10 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0533-1",Lack of Assurance of Sterility,Terminated,Class II,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",20200115,Voluntary: Firm initiated,Los Angeles,CA
"Diclo 3% - Bacl 2% - Cyclo 2% - Lidoc 2% Cream, Health Innov Pharmacy, 295 Pinehurst Ave, Southern Pines, NC 28387, (910) 246-5155",Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.,Terminated,Class II,"Health Innovations Pharmacy, Inc",20150212,Voluntary: Firm initiated,Southern Pines,NC
"Losartan 50mg Tablet, 30 count each blister card.",CGMP Deviations; Detection of trace amounts of an unexpected impurity found in an active pharmaceutical ingredient (API) - N-Methylnitrosobutyric acid (NMBA).,Terminated,Class II,RemedyRepack Inc.,20190314,Voluntary: Firm initiated,Indiana,PA
"Sermorelin Acetate/GHRP (6) 3 mg/3 mg Injectable Kit, Compounded by Wells Pharmacy, Ocala, FL",Lack of Assurance of Sterility,Terminated,Class II,Wells Pharmacy Network LLC,20160921,Voluntary: Firm initiated,Ocala,FL
"Ceftriaxone for Injection USP, 500 mg, Single Use Vial, packaged in a) 1-count Vials per box (NDC 68180-622-01), and b) 10-count Vials per box (NDC 68180-622-10), Rx only, Manufactured for: Lupin Pharmaceuticals, Inc., 111 South Calvert Street, Baltimore, Maryland 21202; Manufactured by: Lupin Limited, Mandideep 462 046 INDIA.",CGMP Deviations: finished products manufactured using active pharmaceutical ingredients whose intermediates failed specifications.,Terminated,Class III,Lupin Pharmaceuticals Inc.,20160311,Voluntary: Firm initiated,Baltimore,MD
"NALTREXONE* MDV 1MG/ML INJECTABLE, Rx only, Specialty Medicine Compounding Pharmacy, 350 S Lafayette, South Lyon, MI 48178",Lack of Assurance of Sterility: All unexpired sterile compounded human and veterinary products are being recalled because they were compounded in the same environment and under the same practices as another product found to be non-sterile and therefore sterility cannot be assured.,Terminated,Class II,Specialty Medicine Compounding Pharmacy,20131019,Voluntary: Firm initiated,South Lyon,MI
"Pilocarpine Hydrochloride Ophthalmic Solution, USP 2%, 15 mL bottles, Rx Only, Sterile, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs",CGMP Deviations: Firm went out of business and could no longer continue stability studies.,Ongoing,Class II,"Akorn, Inc.",20230426,Voluntary: Firm initiated,Gurnee,IL
"biotene PBF Toothpaste (Plaque-Biofilm Loosening Formula), a) 4.3 oz. (121.9 g) tubes, (NDC 0135-0559-01), biotene¿ PBF Paste, b) 4.5 oz.(127.6 g) tubes, (NDC 0135-0490-02), Manufactured by Oratech, South Jordan, UTAH 84095, Distributed by GlaxoSmithKline, Consumer Healthcare, L.P., Moon Township, PA 15108",Presence of Foreign Substance: Fragments of wood found when the product was extruded onto a toothbrush.,Terminated,Class II,GlaxoSmithkline Consmer Healthcare,20150715,Voluntary: Firm initiated,Moon Township,PA
"Racepinephrine Inhalation Solution, USP 2.25%, Bronchodilator, For Oral Inhalation Only, Sulfite Free, Preservative Free, 30 x 0.5 mL Sterile Unit-of-Use Vials, each in a foil pouch, per carton, Nephron Pharmaceuticals Corporation, NDC 0487-5901-99.",CGMP Deviations: products were stored outside the drug label specifications.,Terminated,Class II,Mckesson Medical-Surgical Inc. Corporate Office,20220629,Voluntary: Firm initiated,Richmond,VA
"SOD PHENYLBUTYRATE SDV 30ML (CALIF or NEZ-CALIF) 200MG/ML INJ, Injection, 200mg/mL, Rx only, 30 mL Glass/Single Dose vial, Prepared by Key Compounding Pharmacy",Lack of Assurance of Sterility: The firm is recalling sterile compounded drugs within expiry due to lack of assurance of sterility.,Terminated,Class II,Key Pharmacy and Compounding Center,20170418,Voluntary: Firm initiated,Federal Way,WA
"Ipamorelin, 15mg, injection, Rx Only, Promise Pharmacy Compounding Specialists 31818 US Hwy 19N, Palm Harbor, FL 34684",Lack of sterility assurance.,Terminated,Class II,"Promise Pharmacy, LLC",20181217,Voluntary: Firm initiated,Palm Harbor,FL
"Nortriptyline 10 mg/5 mL Susp, Health Innov Pharmacy, 295 Pinehurst Ave, Southern Pines, NC 28387, (910) 246-5155",Lack of Assurance of Sterility and Stability Data does not Support Expiry: recent inspection observations associated with certain quality control procedures that present a risk to sterility and quality assurance.,Terminated,Class II,"Health Innovations Pharmacy, Inc",20150212,Voluntary: Firm initiated,Southern Pines,NC
"Phenylephrine HCl Injection, USP, 1 mg/10 mL (100 mcg/mL), 10 mL Single-Dose Vial, packaged in 30 x 10 mL Sterile Single-Dose Vials per carton, 12 x 30 Vials Carton per case, Rx Only, Nephron 503B Outsourcing Facility, 4500 12th St. Extension, West Columbia, SC 29172, NDC 69374-302-10.",Lack of Assurance of Sterility,Terminated,Class II,Nephron Sterile Compounding Center LLC,20230222,Voluntary: Firm initiated,West Columbia,SC
"Estradiol 10 mg pellet 99.5% Estradiol USP, .5% Stearic Acid NF in 1 count, 12 count, and 30 count bottles, Sterile Office Use Only , For Subcutaneous Use Only Rx Only Manufactured by: Qualgen 14844 Bristol Park Blvd Edmond, OK 73013 NDC: 69761-010-01",CGMP deviations- Lack of Quality Assurance,Terminated,Class II,Qualgen,20170419,Voluntary: Firm initiated,Edmond,OK
