nct_id,title,official_title,status,why_stopped,phase,study_type,enrollment,conditions,drug_names,intervention_types,primary_outcomes,start_date,completion_date,sponsor,sponsor_type
NCT00435305,Steady State Serum and Epithelial Lining Fluid (ELF) Antibiotics Concentrations Under Continous Infusion,Antibiotic Concentrations in Serum and Epithelial Lining Fluid Under Continous Infusion,TERMINATED,"difficulties by enrolling patients fundings consumed, no staff could be recruited and payed to continue enrolling patients,",,OBSERVATIONAL,40,"Pneumonia, Bacteremia","Meropenem, Vancomycin, Linezolid, Piperacillin/Tazobactam, Cefepim, Ceftazidim","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG",,2006-11,2007-11,University Hospital Tuebingen,OTHER
NCT01539005,Tuberculosis Recurrence Upon Treatment With Highly Active Antiretroviral Therapy,Is Tuberculosis Recurrence in Treated Tuberculosis-Human Immunodeficiency Virus (HIV) Co-Infected Patients Relapse or Re-infection?,COMPLETED,,,OBSERVATIONAL,402,Tuberculosis,,,Tuberculosis,2009-11,2014-04-23,Centre for the AIDS Programme of Research in South Africa,NETWORK
NCT00514605,Testing of INSTI™ HIV-1 Antibody Test Kit in Volunteer Subjects at Risk for HIV Infection,A Study to Evaluate the Point-of-Care Use and Laboratory Investigational Testing of INSTI™ HIV-1 Antibody Test Kit in Volunteer Subjects at Risk for HIV Infection,COMPLETED,,"PHASE2, PHASE3",INTERVENTIONAL,2500,HIV Infections,,"OTHER, DEVICE","INSTI™ performed with finger-stick whole blood, venous whole blood, and plasma demonstrates at least 98.0% sensitivity and specificity compared to an FDA-approved HIV testing algorithm",2007-07,2007-11-20,bioLytical Laboratories,INDUSTRY
NCT04575805,Internet-delivered CBM-C for OC-symptoms,Internet-delivered Combined Cognitive Bias Modification (iCBM-C) in People With High Obsessive Compulsive Symptoms: A Factorial Randomised Controlled Trial,COMPLETED,,NA,INTERVENTIONAL,94,"Obsessive-compulsive Disorders and Symptoms, Obsessive Thoughts, Obsessive Compulsive Behavior",,"BEHAVIORAL, BEHAVIORAL, BEHAVIORAL","Change in Padua Inventory-Washington State University Revision, Change in Obsessive Beliefs Questionnaire-44, Change in OC bias index, Change in dot-probe task",2020-09-15,2021-03-01,Dokuz Eylul University,OTHER
NCT06276205,Vitamin D & Levothyroxine Combination Versus Levothyroxine on Lipid Profile in Hypothyroidism,To Compare the Effectiveness of Vitamin D & Levothyroxine Combination Therapy and Levothyroxine Alone on Serum Lipid Profile in Patients With Hypothyroidism,COMPLETED,,PHASE3,INTERVENTIONAL,62,"Hypothyroidism Primary, Lipid Disorder, Dyslipidemias","Vitamin D, Levothyroxin","DRUG, DRUG","Decline in Total Cholesterol, Decline in LDL",2024-03-01,2025-01-01,King Edward Medical University,OTHER
NCT03221205,Effect of CPAP on Myocardial Dysfunction in Type 2 Diabetes Mellitus and Obstructive Sleep Apnea Patients,"Effect of Nasal CPAP on Myocardial Dysfunction and Glycemic Control in Patients With Type 2 Diabetes, Obstructive Sleep Apnea and Obesity",COMPLETED,,NA,INTERVENTIONAL,78,"Sleep Apnea, Obstructive, Diabetes Mellitus, Type 2, Continuous Positive Airway Pressure, Myocardial Dysfunction, Echocardiography, Obesity",,"DEVICE, DEVICE","TEI index, Strain",2014-10-15,2017-11-24,Instituto Nacional de Enfermedades Respiratorias,OTHER_GOV
NCT02046005,Personalized Risk Estimator for Rheumatoid Arthritis Family Study,"Communication of Biomarker, Genetic, and Lifestyle Risk Factor Profiles for Rheumatoid Arthritis to First Degree Relatives",COMPLETED,,NA,INTERVENTIONAL,238,First Degree Relatives of Rheumatoid Arthritis Patients,,"BEHAVIORAL, BEHAVIORAL, BEHAVIORAL",Contemplation Ladder,2014-01,2018-07,Brigham and Women's Hospital,OTHER
NCT01827605,"A Phase III Multicenter, Randomized Study Comparing RIT Vs ASCT in Patients With Relapsed/Refractory (FL)","A Phase III Multicenter,Randomized Study Comparing Consolidation With 90yttrium-Labeled Ibritumomab Tiuxetan (Zevalin®) Radioimmunotherapy Vs Autologous Stem Cell Transplantation (ASCT) in Patients With Relapsed/Refractory Follicular Lymphoma (FL) Aged 18-65 Years",UNKNOWN,,PHASE3,INTERVENTIONAL,159,Relapsed Follicular Lymphoma,BEAM,"OTHER, DRUG",Progression Free Survival from randomization (rPFS),2012-01,2024-01,Fondazione Italiana Linfomi - ETS,OTHER
NCT05112705,Diagnosing Deep-vein Thrombosis Early in Critically Ill Patients,Diagnosing Deep-vein Thrombosis Early in Critically Ill Patients (DETECT) Trial,RECRUITING,,NA,INTERVENTIONAL,1800,"Deep Vein Thrombosis, Pulmonary Embolism",,DIAGNOSTIC_TEST,90-day mortality,2023-03-21,2026-12,King Abdullah International Medical Research Center,OTHER
NCT04625205,A Clinical Study of the Safety and Activity of the Investigational Cell Therapy NEO-PTC-01 in Patients With Advanced Melanoma,"An Open-label, Phase I Study of NEO-PTC-01 in Patients With Advanced or Metastatic Melanoma",TERMINATED,Sponsor decision,PHASE1,INTERVENTIONAL,22,"Unresectable Melanoma, Metastatic Melanoma","NEO-PTC-01, IL-2, PD-1 Inhibitors","BIOLOGICAL, DRUG, DRUG","Rate of adverse events (AEs), including serious adverse events (SAEs) and AEs leading to treatment discontinuation",2020-12-01,2025-03-26,BioNTech US Inc.,INDUSTRY
NCT01472094,The Hurria Older PatiEnts (HOPE) With Breast Cancer Study,Clinical and Biological Predictors of Chemotherapy Toxicity in Older Adults,ACTIVE_NOT_RECRUITING,,,OBSERVATIONAL,700,Breast Cancer,,,"Develop a predictive model of clinical and biological predictors for grade 2-5 toxicity to adjuvant and neoadjuvant chemotherapy., Understand the association between clinical and biological factors and reduced relative dose intensity (RDI) of the prescribed chemotherapy regimen., Identify the specific chemotherapy toxicities associated with reduced relative dose intensity of the prescribed chemotherapy regimen., Understand the association between the receipt of adjuvant chemotherapy and change in functional status from pre-chemotherapy to end of chemotherapy.",2011-09-09,2026-09-18,City of Hope Medical Center,OTHER
NCT02146794,Renal Denervation in Chronic Heart Failure,Renal Denervation in Chronic Heart Failure,COMPLETED,,PHASE1,INTERVENTIONAL,7,Heart Failure,,DEVICE,Number of Participants with Adverse Events as a Measure of Safety and Tolerability,2011-05,2012-02,Imperial College London,OTHER
NCT02331394,A Feasibility Study of Chinese Herbs to Manage Cancer-related Symptoms in Patients With Advanced NSCLC,A Feasibility Study of Chinese Herbs (CH) to Manage Cancer-related Symptoms in Patients With Advanced Non-small-cell- Lung Cancer (NSCLC),COMPLETED,,NA,INTERVENTIONAL,15,Lung Cancer,,DIETARY_SUPPLEMENT,Feasibility of Using CH for Full-scale Future Research,2015-10,2018-03,Lady Davis Institute,OTHER
NCT04283994,Project to Improve Communication About Serious Illness--Hospital Study: Comparative Effectiveness Trial (Trial 2),Using the Electronic Health Record to Identify and Promote Goals-of-Care Communication for Older Patients With Serious Illness,COMPLETED,,NA,INTERVENTIONAL,756,"Dementia, Chronic Disease, Neoplasm Metastasis, Lung Neoplasms, Pulmonary Disease, Chronic Obstructive, Heart Failure, Congestive, Liver Cirrhosis, Kidney Failure, Chronic, Lung Diseases, Interstitial, Peripheral Vascular Disease, Diabetes With End Organ Injury",,"BEHAVIORAL, BEHAVIORAL",EHR Documentation of Goals of Care Discussions,2021-07-26,2025-01-27,University of Washington,OTHER
NCT01876394,Comparison of Dietary Fats on Vascular Parameters,"Acute Effects of Dietary Fats on Postprandial Vascular Function in Healthy Individuals: Pilot Double Blind, Randomized, Controlled Trial",UNKNOWN,,NA,INTERVENTIONAL,24,Healthy,,"OTHER, OTHER, OTHER, OTHER, OTHER",To compare 5 different dietary fat sources in a liquid meal on postprandial changes in augmentation index (AIx),2014-06,2016-06,Unity Health Toronto,OTHER
NCT03206294,Impact of Pharmacist in Cardiology Service,Presence of a Clinical Pharmacist in a Cardiology Department: What Impact on the Management of Diabetic Patients Within Care Pathways? Example of Inpatient Cardiac Patients at GHPSJ,COMPLETED,,NA,INTERVENTIONAL,44,"Cardiomyopathy, Diabetic",,OTHER,Measurement of biological test glycosylated haemoglobin evolution between the entrance and discharge,2017-03-08,2018-12-31,Fondation Hôpital Saint-Joseph,OTHER
NCT00721994,Post-PMA Approval Study: 10 Year Follow-Up IDE Subjects,Cormet Resurfacing Hip System Post PMA Approval Study (PMA #P050016)Pre-market (IDE) Study Group 10 Year Follow-Up With Metal Ion and Renal Function Data Collection Clinical Investigation Plan,COMPLETED,,,OBSERVATIONAL,231,"Osteoarthritis, Avascular Necrosis, Rheumatoid Arthritis",,DEVICE,to monitor the clinical performance of the Cormet implant system for a period of up to 10 years postoperative in order to confirm that there are no unexpected reductions in device performance following PMA approval,2008-05,2017-08,Corin,INDUSTRY
NCT00890994,Molecular Breast Imaging (MBI) in Patients With Suspected Ductal Carcinoma in Situ (DCIS),Evaluation of Molecular Breast Imaging in Patients With a High Likelihood of Ductal Carcinoma in Situ,COMPLETED,,,OBSERVATIONAL,200,Breast Cancer,,,,2009-01-19,2016-11-14,Mayo Clinic,OTHER
NCT07315594,Initial Oxygen Concentration at Birth in Late-Preterm Infants,Cluster Randomized Trial of Initial Oxygen Concentration at Birth in Late-Preterm Infants,NOT_YET_RECRUITING,,NA,INTERVENTIONAL,1520,Preterm Birth,"60% Oxygen Group - Infants will start in 60% oxygen, 30% Oxygen Group - Infants will start in 30% oxygen","DRUG, DRUG",Need for ongoing respiratory support within the 1st hour after birth,2026-03-01,2029-12-31,University of Alberta,OTHER
NCT02798094,Stress Sensitivity and Reward Responsivity in Depression,Stress Sensitivity and Reward Responsivity: An Integration of Two Endophenotypes in Major Depression,COMPLETED,,,OBSERVATIONAL,219,Depressed,,,Stress Sensitivity: Salivary Hormone and Stress Challenge Test (TSST),2015-07,2018-12-31,Dr. Kate Harkness,OTHER
NCT05812794,TOlerability of Transcranial Direct Current Stimulation in Pediatric Stroke Survivors,TOlerability of Transcranial Direct Current Stimulation in Pediatric Stroke Survivors,COMPLETED,,NA,INTERVENTIONAL,5,Childhood Stroke,,DEVICE,"Number of Participants Who Complete the Study, Arm Function as Assessed by the Fugl-Meyer Score of Upper Extremity Function",2023-06-30,2024-03-15,"The University of Texas Health Science Center, Houston",OTHER
NCT05750394,"Cesarean 123 Trial: Randomized Trial Comparing Single, Double and Triple Layer Uterine Closures During Cesarean Delivery","Cesarean 123 Trial: Prospective Randomized Trial Comparing Single, Double and Triple Layer Uterine Closures During Cesarean Delivery",UNKNOWN,,NA,INTERVENTIONAL,120,Pregnancy Related,,"PROCEDURE, DEVICE, PROCEDURE",Myometrial thickness,2023-07,2025-07,Brigham and Women's Hospital,OTHER
NCT06568094,A Study of HRS-5041 Tablets Combined With Antitumor Therapy in Subjects With Advanced Prostate Cancer,"An Open, Multicenter Phase Ib/II Study on the Safety, Tolerability and Efficacy of HRS-5041 Tablets Combined With Antitumor Therapy in Subjects With Advanced Prostate Cancer",RECRUITING,,"PHASE1, PHASE2",INTERVENTIONAL,100,Prostate Cancer,"HRS-5041 tablets, Abiraterone Acetate tablets（II）, Prednisone Acetate tablets, Docetaxel Injection, HRS-1167 tablets, SHR2554 tablets","DRUG, DRUG, DRUG, DRUG, DRUG, DRUG","Recommended phase II dose (Phase Ib), Incidence and severity of adverse events (AE) (Phase Ib), PSA response rate (Phase II)",2024-09-25,2027-06,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT00000594,NHLBI Type II Coronary Intervention Study,,COMPLETED,,PHASE3,INTERVENTIONAL,,"Cardiovascular Diseases, Coronary Disease, Heart Diseases, Hypercholesterolemia, Familial, Myocardial Infarction, Myocardial Ischemia",cholestyramine,DRUG,,1971-11,1976-11,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT07085494,"A Double-Blind, Sham-Controlled Trial Investigating Individualized Alpha Neurofeedback Plus Cognitive Training in Paediatric Brain Tumour Survivors","A Double-Blind, Sham-Controlled Trial Investigating Individualized Alpha Neurofeedback Plus Cognitive Training in Paediatric Brain Tumour Survivors",NOT_YET_RECRUITING,,NA,INTERVENTIONAL,50,"Brain Tumor, Primary",,"BEHAVIORAL, BEHAVIORAL, BEHAVIORAL",cognitive performance,2025-08-01,2028-08-31,The University of Hong Kong,OTHER
NCT00767494,Travoprost/Brinzolamide Fixed Combination Versus Travatan and Versus AZOPT,,TERMINATED,Project Cancelled,PHASE3,INTERVENTIONAL,17,"Glaucoma, Ocular Hypertension","Travoprost/Brinzolamide fixed combination, Azopt, Travatan","DRUG, DRUG, DRUG",Mean IOP,2008-10,2009-02,Alcon Research,INDUSTRY
NCT05183594,"Evaluate the Efficacy, Safety and Tolerability of TSUPPORT for Adults With Tourette Syndrome","Pilot Phase 2 Study to Evaluate the Efficacy, Safety and Tolerability of TSUPPORT (a Traditional Chinese Medicine) for Adults With Tourette Syndrome",UNKNOWN,,NA,INTERVENTIONAL,10,Tourette Syndrome,,DIETARY_SUPPLEMENT,The change from baseline to Week 24 in Yale Global Tic Severity Scale (YGTSS) total tic score (TTS).,2022-03,2024-09,"Tasly Pharmaceuticals, Inc.",INDUSTRY
NCT03442894,Dry Needling for Sub Acromial Pain Syndrome,Dry Needling in Addition to Standard Physical Therapy Treatment for Sub-Acromial Pain Syndrome: A Randomized Controlled Trial,COMPLETED,,NA,INTERVENTIONAL,121,Subacromial Impingement Syndrome,,"PROCEDURE, PROCEDURE, PROCEDURE",Change in Shoulder Pain and Disability Index (SPADI) scores,2018-03-06,2022-08-20,59th Medical Wing,FED
NCT01468766,Effects of a Supervised Progressive Resistance Training With Breast Cancer Patients During Adjuvant Radiotherapy,Effects of a Supervised Progressive Resistance Training With Breast Cancer Patients During Adjuvant Radiotherapy - A Randomised Controlled Intervention Trial,COMPLETED,,NA,INTERVENTIONAL,160,"Breast Cancer, Cancer-related Fatigue",,"OTHER, OTHER",Fatigue measured by Fatigue Assessment Questionnaire (FAQ),2011-02,2014-07,German Cancer Research Center,OTHER
NCT05380466,"The Effect of ""Quantum Touch"" Application on Transfer Anxiety in Pediatric Patients and Their Parents Planned to Be Hospitalized in the Emergency Department","The Effect of ""Quantum Touch"" Application on Transfer Anxiety in Pediatric Patients and Their Parents Planned to Be Hospitalized in the Emergency Department",COMPLETED,,NA,INTERVENTIONAL,60,"Anxiety, Child, Only, Emergencies",,OTHER,"Child Fear Scale, Child Anxiety Scale-State",2022-03-01,2024-08-01,Istanbul Medeniyet University,OTHER
NCT02850666,Social Skills in Children With ASD and Process Drama,Building Social Skills in Children With ASD Characteristics Through Process Drama,COMPLETED,,NA,INTERVENTIONAL,11,Autistic Disorder,,BEHAVIORAL,"Social Skills Improvement Scale, Theory of Mind Battery and Inventory, Structured Play Assessment, Retention Rate, Recruitment",2016-07,2017-10-01,University of Utah,OTHER
NCT05633966,Kisspeptin Administration Subcutaneously to Patients With Reproductive Disorders,Kisspeptin Administration Subcutaneously to Patients With Reproductive Disorders,COMPLETED,,PHASE1,INTERVENTIONAL,13,"Hypothalamic Amenorrhea, Hypogonadotropic Hypogonadism",Kisspeptin 112-121,DRUG,The proportion of participants that achieve development of a mature follicle or show evidence of ovulation,2022-12-16,2025-08-31,"Stephanie B. Seminara, MD",OTHER
NCT04163666,Effects of Mirror Therapy and Cognitive Therapeutic Exercise in Stroke Patients,Effects of Mirror Therapy and Cognitive Therapeutic Exercise on Improvements to the Upper Member Functions of Stroke Patients: a Randomized Clinical Test Study Protocol,UNKNOWN,,NA,INTERVENTIONAL,152,"Stroke, Hemiparesis",,"BEHAVIORAL, BEHAVIORAL",Functionality of the affected upper member.,2020-01-01,2023-10-31,Universidad de Burgos,OTHER
NCT05071066,New Service Protocol for Attention Deficit/Hyperactivity Disorder With Comorbidity: A Randomized Waitlist-controlled,"Evaluation for the Pilot Scheme on New Service Protocol for Attention Deficit/Hyperactivity Disorder With Comorbidity (""ADHD+""): A Randomized Waitlist-controlled Trial",UNKNOWN,,NA,INTERVENTIONAL,200,ADHD,,OTHER,"The change of overall ADHD and related symptoms, The change of difficult behavior in service users",2021-12-20,2023-12-01,The University of Hong Kong,OTHER
NCT02673866,Study to Evaluate the Efficacy and Safety of DS-1971a for the Treatment of Diabetic Peripheral Neuropathic Pain (DPNP),A Randomized Double-Blind Placebo and Active Controlled Parallel Group Study to Evaluate the Efficacy and Safety of DS-1971a for the Treatment of Diabetic Peripheral Neuropathic Pain (DPNP),WITHDRAWN,reassessment of phase 2 study indication,PHASE2,INTERVENTIONAL,0,"Neuropathic Pain, Diabetes","DS-1971a, placebo, pregabalin","DRUG, DRUG, DRUG",Change in weekly Average Daily Pain Score (ADPS),2016-02,2017-02,Daiichi Sankyo,INDUSTRY
NCT07340866,"Physical Fatigue, Compassion Fatigue, and Quiet Quitting in Physiotherapists","Physical Fatigue, Compassion Fatigue, and Quiet Quitting Tendency Among Physiotherapists in Türkiye: A Cross-Sectional Study",NOT_YET_RECRUITING,,,OBSERVATIONAL,80,"Quiet Quitting, Fatigue, Compassion, Work Engagement",,OTHER,Quiet Quitting Tendency,2026-02-22,2026-05-12,Tokat Gaziosmanpasa University,OTHER
NCT05857566,Effect of RDX-002 on Postprandial Triglycerides in Subjects Treated With Olanzapine,"A Randomized, Open-Label Study of the Effect of RDX-002 on Postprandial Triglycerides in Subjects Treated With the Atypical Antipsychotic Drug, Olanzapine",COMPLETED,,PHASE1,INTERVENTIONAL,24,Drug-induced Weight Gain,RDX-002,DRUG,Triglyceride and apolipoprotein B48 (ApoB48),2023-05-16,2023-09-13,Response Pharmaceuticals,INDUSTRY
