product_ndc,generic_name,brand_name,labeler_name,active_ingredients,dosage_form,route,product_type,marketing_category,application_number
16729-150,Quetiapine,,Accord Healthcare Inc.,QUETIAPINE FUMARATE (400 mg/1),"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
17337-0071,Raloxifene HCl,,Olon S.p.A.,RALOXIFENE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
17381-840,MEFLOQUINE HYDROCHLORIDE,,Siegfried Evionnaz SA,MEFLOQUINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
24409-0000,AVACOPAN,,MW ENCAP LIMITED,AVACOPAN (10 mg/1),CAPSULE,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
35207-0011,Lanreotide acetate,,BCN PEPTIDES SA,LANREOTIDE ACETATE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
38779-1934,Flunixin Meglumine,,Medisca Inc.,FLUNIXIN MEGLUMINE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
41701-011,Cetrorelix Powder (Synthetic),,Piramal Pharma Limited,CETRORELIX (16.5 g/16.5g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
42765-032,CUPRIC SULFATE PENTAHYDRATE,,Metrochem API Private Limited,CUPRIC SULFATE (1.5 kg/1.5kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
55370-799,empagliflozin and metformin hydrochloride,,"Patheon Puerto Rico, Inc.",EMPAGLIFLOZIN (5 mg/1); METFORMIN HYDROCHLORIDE (850 mg/1),TABLET,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
55718-142,loteprednol etabonate,,Isomedix Operations Inc,LOTEPREDNOL ETABONATE (1 g/g),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
57520-1433,Cytomegalovirus Nosode,,Apotheca Company,HUMAN HERPESVIRUS 5 (30 [hp_X]/mL),LIQUID,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
58032-0100,IPRATROPIUM BROMIDE,,Neuland Laboratories Limited,IPRATROPIUM BROMIDE (1 kg/1),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
58175-1234,MOMETASONE FUROATE,,Wavelength Enterprises LTD,MOMETASONE FUROATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
58747-7538,Pseudoephedrine Hydrochloride,,"Cheng Fong Chemical Co., Ltd.",PSEUDOEPHEDRINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
48087-0038,CLONAZEPAM,,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,CLONAZEPAM (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
49187-0228,Certolizumab pegol,,Lonza AG,CERTOLIZUMAB PEGOL (200 mg/mL),SOLUTION,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
49452-4575,Methocarbamol,,"Spectrum Laboratory Products, Inc.",METHOCARBAMOL (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
49711-1518,Ranolazine,,Union Quimico Farmaceutica SA,RANOLAZINE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
50370-0046,Atorvastatin Calcium,,MSN Pharmachem Private Limited,ATORVASTATIN CALCIUM ANHYDROUS (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
50909-1925,Orforglipron SDD,,HOVIONE FARMACIENCIA SA,ORFORGLIPRON CALCIUM (30 kg/100kg),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
51552-0255,Sulfapyridine,,Fagron Inc,SULFAPYRIDINE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
51869-0007,meloxicam,,Bidachem S.p.a.,MELOXICAM (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
51927-0308,Histidine,,Professional Compounding Centers of America,HISTIDINE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
0904-7124,Levetiracetam,Levetiracetam,Major Pharmaceuticals,LEVETIRACETAM (500 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078993
52221-118,medroxyprogesterone acetate,,"Amphastar Nanjing Pharmaceuticals, Inc.",MEDROXYPROGESTERONE ACETATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
0904-7209,sevelamer hydrochloride,sevelamer hydrochloride,Major Pharmaceuticals,SEVELAMER HYDROCHLORIDE (800 mg/1),"TABLET, FILM COATED",PARENTERAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA204724
53104-7712,PIRFENIDONE,,Cipla Ltd.,PIRFENIDONE (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
53747-100,Solriamfetol Hydrochloride,,"Unichem Laboratories Limited, India",SOLRIAMFETOL HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
54771-1373,sarolaner,,Zoetis Inc.,SAROLANER (20 mg/1),"TABLET, CHEWABLE",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
55018-121,Ivermectin,,Hovione PharmaScience Limited,IVERMECTIN (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65328-0021,Sucralfate,,"Fuji Chemical Industries Co., Ltd.",SUCRALFATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65628-201,Vancomycin,,"CutisPharma, Inc.",,KIT,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
65862-011,Sertraline Hydrochloride,,Aurobindo Pharma Limited,SERTRALINE HYDROCHLORIDE (25 mg/1),"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
65862-382,Paroxetine Hydrochloride (Hemihydrate),,Aurobindo Pharma Limited,PAROXETINE HYDROCHLORIDE HEMIHYDRATE (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65862-719,Tadalafil,,Aurobindo Pharma Limited,TADALAFIL (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
65977-0159,Atovaquone,,Hetero Drugs Limited,ATOVAQUONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
59349-0005,Betaxolol Hydrochloride,,Derivados Quimicos SAU,BETAXOLOL HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
59651-475,Paliperidone,,Aurobindo Pharma Limited,PALIPERIDONE (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
60240-0271,BACLOFEN,,"Joyochem Co.,Ltd",BACLOFEN (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
60646-102,Pseudoephedrine Hydrochloride,,Embio Limited,PSEUDOEPHEDRINE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
61474-4103,Simethicone,,Catalent Ontario Limited,DIMETHICONE (172 mg/1); SILICON DIOXIDE (7.6 mg/1),"CAPSULE, GELATIN COATED",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
62147-0016,Metformin Hydrochloride,,USV Private Limited,METFORMIN HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
62350-0074,PAROXETINE MESYLATE,,Wanbury Limited,PAROXETINE MESYLATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
62756-805,Prednicarbate,,"SUN PHARMACEUTICAL INDUSTRIES, INC.",PREDNICARBATE (5 kg/5kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
62991-3173,Trimethoprim,,"LETCO MEDICAL, LLC",TRIMETHOPRIM (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
63285-755,iloperidone,,Patheon Inc.,,KIT,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
63548-9721,Prilosec Omeprazole,,PLD Acquisitions LLC DBA Avma Pharma Solutions,OMEPRAZOLE (20 mg/1),"TABLET, DELAYED RELEASE",,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
63931-1557,Titanium Dioxide,,"Solesence, Inc.",TITANIUM DIOXIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
0071-0157,atorvastatin calcium,Lipitor,Parke-Davis Div of Pfizer Inc,ATORVASTATIN CALCIUM TRIHYDRATE (40 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA020702
10019-984,Cyclophosphamide,Cyclophosphamide,Baxter Healthcare Corporation,CYCLOPHOSPHAMIDE (50 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA012141
65089-0003,Clobetasol propionate micronized,,Curia Spain S.A.U.,CLOBETASOL PROPIONATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
73548-8019,Nalmefene Hydrochloride,,Purisys LLC,NALMEFENE HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
10596-197,"OCTOCRYLENE, OCTISALATE, AVOBENZENE, HOMOSALATE",Biore Aqua Rich UV,KAO USA,AVOBENZONE (3 g/100mL); HOMOSALATE (7 g/100mL); OCTISALATE (5 g/100mL); OCTOCRYLENE (5 g/100mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
76438-005,L-5-MTHF,,Anthem Biosciences Limited,LEVOMEFOLATE CALCIUM (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
81918-001,hydrocortisone,,"Jiangsu Lianhuan Pharmaceutical Co.,Ltd.",HYDROCORTISONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
82393-102,Progesterone,,"Pharma Source Direct, Inc.",PROGESTERONE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
66064-1028,Succinylcholine Chloride,,Harman Finochem Limited,SUCCINYLCHOLINE CHLORIDE (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
66507-7011,Thiostrepton,,Zhejiang Ruibang Laboratories,THIOSTREPTON (.5 kg/.5kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
67278-2100,Zinc Oxide,,The HallStar Company,ZINC OXIDE (19.24 kg/19.24kg),POWDER,,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
67920-1004,zolbetuximab,,Patheon Biologics LLC,ZOLBETUXIMAB (20 mg/mL),"INJECTION, POWDER, FOR SUSPENSION",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
68225-095,EFMOROCTOCOG ALFA,,Patheon Italia S.p.A.,EFMOROCTOCOG ALFA (3000 [iU]/3mL),"POWDER, FOR SOLUTION",,DRUG FOR FURTHER PROCESSING,DRUG FOR FURTHER PROCESSING,
69617-007,Benzocaine,,Apex Healthcare Limited,BENZOCAINE (25 kg/25kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
68554-0074,PEMETREXED DISODIUM HEMIPENTAHYDRATE,,Hetero Labs Limited,PEMETREXED DISODIUM HEMIPENTAHYDRATE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
69037-0023,Apixaban,,Honour Lab Limited,APIXABAN (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
70054-021,Mafenide Acetate,,Par Active Technologies Private Limited,MAFENIDE ACETATE (5 kg/5kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
70747-1005,Decitabine,,"Wuhan Calmland Pharmaceuticals Co., Ltd.",DECITABINE (100 mg/100mg),INJECTION,,BULK INGREDIENT,BULK INGREDIENT,
71052-277,Estradiol Cypionate,,"DARMERICA, LLC",ESTRADIOL CYPIONATE (100 g/100g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
71554-005,Dothiepin Hydrochloride,,R.L.Fine Chem Private Limited,DOTHIEPIN HYDROCHLORIDE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
72023-0010,Irbesartan,,"Zhuhai Rundu Pharmaceutical Co., Ltd.",IRBESARTAN (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
72742-4000,Clotrimazole,,Zen Chemicals Private Limited,CLOTRIMAZOLE (1 kg/kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
0074-2625,Glecaprevir and Pibrentasvir,Mavyret,AbbVie Inc.,GLECAPREVIR (100 mg/1); PIBRENTASVIR (40 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA209394
16714-087,Clobazam,Clobazam,NorthStar RxLLC,CLOBAZAM (2.5 mg/mL),SUSPENSION,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA209796
16714-718,ENTECAVIR,ENTECAVIR,NorthStar RxLLC,ENTECAVIR (1 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206872
14268-125,"TITANIUM DIOXIDE, ZINC OXIDE",Bass Pro Shops Mineral Sun Stick Sunscreen Broad Spec SPF 40,"ENGLEWOOD LAB, INC.",TITANIUM DIOXIDE (81 mg/g); ZINC OXIDE (60 mg/g),CREAM,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
15631-0236,IODIUM,IODIUM,"Rxhomeo Private Limited d.b.a. Rxhomeo, Inc",IODINE (3 [hp_X]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
16571-100,MONTELUKAST SODIUM,MONTELUKAST SODIUM,"Rising Pharma Holdings, Inc.",MONTELUKAST SODIUM (10 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA209012
85207-027,Nandrolone Decanoate,,SCH Global Services Private Limited,NANDROLONE DECANOATE (100 g/100g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
83821-201,semaglutide,,"Nanjing Hanxin Pharmaceutical Technology Co., Ltd.",SEMAGLUTIDE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
84386-095,Divalproex Sodium (Process-II),,Aurobindo Pharma Limited,DIVALPROEX SODIUM (50 kg/50kg),POWDER,,BULK INGREDIENT,BULK INGREDIENT,
83012-021,Patritumab,,"Boehringer Ingelheim Fremont, Inc.",PATRITUMAB (70 g/70g),LIQUID,,BULK INGREDIENT,BULK INGREDIENT,
85990-102,Nicotinamide Adenine Dinucleotide,,"Tianjin Healthcare Medical Technology CO., LTD.",NICOTINAMIDE ADENINE DINUCLEOTIDE (1 g/g),POWDER,,BULK INGREDIENT,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,
0003-0249,Halcinonide,HALOG,"E.R. Squibb & Sons, L.L.C.",HALCINONIDE (1 mg/mL),SOLUTION,TOPICAL,HUMAN PRESCRIPTION DRUG,NDA,NDA017823
0075-0620,enoxaparin sodium,Lovenox,Sanofi-Aventis U.S. LLC,ENOXAPARIN SODIUM (40 mg/.4mL),INJECTION,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,NDA,NDA020164
11673-163,SODIUM FLUORIDE,Anticavity Fluoride Rinse,Target Corporation,SODIUM FLUORIDE (.1 mg/mL),MOUTHWASH,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M021
11673-862,ALCOHOL,lemon love hand sanitizer,Target Corporation,ALCOHOL (620 mg/g),GEL,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
11822-0425,fexofenadine hydrochloride,allergy relief,Rite Aid Corporation,FEXOFENADINE HYDROCHLORIDE (60 mg/1),"TABLET, FILM COATED",ORAL,HUMAN OTC DRUG,ANDA,ANDA076447
11822-3337,Nicotine Polacrilex,Nicotine,Rite Aid Corporation,NICOTINE (4 mg/1),"GUM, CHEWING",ORAL,HUMAN OTC DRUG,ANDA,ANDA079038
12022-018,Sulfur,Sulfur 8 Light Anti-Dandruff Hair and Scalp Conditioner,J. Strickland & Co.,SULFUR (20 mg/g),OINTMENT,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M032
13668-017,Levetiracetam,Levetiracetam,Torrent Pharmaceuticals Limited,LEVETIRACETAM (1000 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078858
13811-691,tramadol hydrochloride,Tramadol Hydrochloride Extended-Release,"Trigen Laboratories, LLC",TRAMADOL HYDROCHLORIDE (300 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA022370
24979-181,diltiazem hydrochloride,Diltiazem Hydrochloride,"Upsher-Smith Laboratories, LLC",DILTIAZEM HYDROCHLORIDE (60 mg/1),"CAPSULE, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA217377
25021-411,Enoxaparin Sodium,Enoxaparin Sodium,Sagent Pharmaceuticals,ENOXAPARIN SODIUM (150 mg/mL),INJECTION,SUBCUTANEOUS,HUMAN PRESCRIPTION DRUG,ANDA,ANDA078990
27241-161,Captopril,Captopril,Ajanta Pharma USA Inc.,CAPTOPRIL (25 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA212809
24208-454,glycerin propylene glycol,Advanced Eye Relief Dry Eye Rejuvenation,Bausch & Lomb Incorporated,GLYCERIN (3 mg/mL); PROPYLENE GLYCOL (10 mg/mL),SOLUTION/ DROPS,OPHTHALMIC,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M018
24470-932,"SULFACETAMIDE SODIUM, SULFUR","SULFACETAMIDE SODIUM, SULFUR","Cintex Services, LLC",SULFACETAMIDE SODIUM (100 mg/g); SULFUR (50 mg/g),LOTION,TOPICAL,HUMAN PRESCRIPTION DRUG,UNAPPROVED DRUG OTHER,
16729-282,ARIPIPRAZOLE,ARIPIPRAZOLE,"Accord Healthcare, Inc.",ARIPIPRAZOLE (20 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA206251
17224-174,FLUOXETINE HYDROCHLORIDE,Fluoxetine,"Calvin Scott & Co., Inc.",FLUOXETINE HYDROCHLORIDE (20 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA204597
17856-7281,Docusate Sodium,Stool Softener Laxative,ATLANTIC BIOLOGICALS CORP.,DOCUSATE SODIUM (250 mg/1),"CAPSULE, LIQUID FILLED",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M
21130-526,Loratadine,Loratadine,SAFEWAY INC.,LORATADINE (10 mg/1),TABLET,ORAL,HUMAN OTC DRUG,ANDA,ANDA076134
21749-113,Benzalkonium Chloride,PURELL HEALTHY SP BAK E2 Antimicrobial Foam Sp,"GOJO Industries, Inc.",BENZALKONIUM CHLORIDE (.0013 mg/mL),LIQUID,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
22840-1127,Equus caballus,Horse Epithelia,"Greer Laboratories, Inc.",EQUUS CABALLUS SKIN (20000 [PNU]/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-1503,Helianthus annuus,Sunflower,"Greer Laboratories, Inc.",HELIANTHUS ANNUUS POLLEN (.1 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-2464,Prosopis velutina,Velvet Mesquite Pollen,"Greer Laboratories, Inc.",PROSOPIS VELUTINA SEED (.001 g/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
22840-4467,Quercus lobata,California White Oak Pollen,"Greer Laboratories, Inc.",QUERCUS LOBATA POLLEN (40000 [PNU]/mL),SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",NON-STANDARDIZED ALLERGENIC,BLA,BLA101833
0004-0802,oseltamivir phosphate,Tamiflu,"Genentech, Inc.",OSELTAMIVIR PHOSPHATE (30 mg/1),CAPSULE,ORAL,HUMAN PRESCRIPTION DRUG,NDA,NDA021087
0093-8072,Tiagabine Hydrochloride,Tiagabine Hydrochloride,"Teva Pharmaceuticals USA, Inc.",TIAGABINE HYDROCHLORIDE (12 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,NDA AUTHORIZED GENERIC,NDA020646
23155-724,Labetalol Hydrochloride,Labetalol Hydrochloride,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,LABETALOL HYDROCHLORIDE (200 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA074787
37662-0952,Cuprum Fluoratum,Cuprum Fluoratum,"Hahnemann Laboratories, INC.",CUPRIC FLUORIDE DIHYDRATE (100 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-0490,Coccus Cacti,Coccus Cacti,"Hahnemann Laboratories, INC.",PROTORTONIA CACTI (12 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-0721,Ferrum Muriaticum,Ferrum Muriaticum,"Hahnemann Laboratories, INC.",FERRIC CHLORIDE (100 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-0259,Chloroformum,Chloroformum,"Hahnemann Laboratories, INC.",CHLOROFORM (6 [hp_C]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37662-1182,Natrum Sulphuratum,Natrum Sulphuratum,"Hahnemann Laboratories, INC.",SODIUM SULFATE (1 [hp_M]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
29300-138,Divalproex Sodium,Divalproex Sodium,"Unichem Pharmaceuticals (USA), Inc.",DIVALPROEX SODIUM (125 mg/1),"TABLET, DELAYED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA079163
30142-087,"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",Kroger Daytime Cold and Flu Softgel,The Kroger Company,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),"CAPSULE, LIQUID FILLED",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
30142-786,"loratadine, Pseudoephedrine sulfate",allergy and congestion relief,Kroger Company,LORATADINE (5 mg/1); PSEUDOEPHEDRINE SULFATE (120 mg/1),"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,HUMAN OTC DRUG,ANDA,ANDA076050
31722-123,venlafaxine,VENLAFAXINE HYDROCHLORIDE,"Camber Pharmaceuticals, Inc.",VENLAFAXINE HYDROCHLORIDE (37.5 mg/1),"TABLET, EXTENDED RELEASE",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA214419
31722-511,Simvastatin,Simvastatin,"Camber Pharmaceuticals, Inc.",SIMVASTATIN (10 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA200895
31722-917,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Camber Pharmaceuticals Inc,OXYCODONE HYDROCHLORIDE (15 mg/1),TABLET,ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA207418
33342-175,OLMESARTAN MEDOXOMIL and HYDROCHLOROTHIAZIDE,OLMESARTAN MEDOXOMIL and HYDROCHLOROTHIAZIDE,Macleods Pharmaceuticals Limited,HYDROCHLOROTHIAZIDE (25 mg/1); OLMESARTAN MEDOXOMIL (40 mg/1),"TABLET, FILM COATED",ORAL,HUMAN PRESCRIPTION DRUG,ANDA,ANDA204801
34645-0021,ISOPROPYL ALCOHOL,Alcohol Swabsticks 1s Sterile,"Jianerkang Medical Co., Ltd",ISOPROPYL ALCOHOL (.7 mL/mL),SWAB,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,505G(a)(3)
35000-916,SODIUM MONOFLUOROPHOSPHATE,Colgate ULTRA BRITE Baking Soda and Peroxide Whitening,Colgate-Palmolive Company,SODIUM MONOFLUOROPHOSPHATE (1.1 mg/g),"PASTE, DENTIFRICE",DENTAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M021
36800-167,"Avobenzone, Homosalate, Octisalate, Octocrylene",Topcare Everyday Ultimate Sheer Sun Broad Spectrum SPF 55,TOPCO ASSOCIATES LLC,AVOBENZONE (30 mg/mL); HOMOSALATE (100 mg/mL); OCTISALATE (50 mg/mL); OCTOCRYLENE (70 mg/mL),LOTION,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M020
36800-692,Calcium Carbonate,Topcare Extra Strength Antacid Assorted Fruit,Topco Associates LLC,CALCIUM CARBONATE (750 mg/1),"TABLET, CHEWABLE",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M001
37662-0014,Beryllium Sulphuricum,Beryllium Sulphuricum,"Hahnemann Laboratories, INC.",BERYLLIUM SULFATE TETRAHYDRATE (1 [hp_M]/1),PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
37808-576,Sodium fluoride,Alcohol Free Refreshing Mint,HEB,SODIUM FLUORIDE (.1 mg/mL),MOUTHWASH,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M021
37835-651,PHENYLEPHRINE HYDROCHLORIDE,Nasal Decongestant PE,Bi-Mart,PHENYLEPHRINE HYDROCHLORIDE (10 mg/1),TABLET,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
41163-329,Diphenhydramine HCl,Allergy Relief,"United Natural Foods, Inc. dba UNFI",DIPHENHYDRAMINE HYDROCHLORIDE (25 mg/1),"TABLET, FILM COATED",ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M012
41167-0961,sodium fluoride,ACT Total Care Anticavity Fluoride Fresh Mint,"Chattem, Inc.",SODIUM FLUORIDE (.2 mg/mL),RINSE,TOPICAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M021
37662-1412,Saccharum Lactis,Saccharum Lactis,"Hahnemann Laboratories, INC.","LACTOSE, UNSPECIFIED FORM (6 [hp_C]/1)",PELLET,ORAL,HUMAN OTC DRUG,UNAPPROVED HOMEOPATHIC,
0132-0185,glycerin,Fleet,"C.B. Fleet Company, Inc.",GLYCERIN (5.4 g/1),LIQUID,RECTAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M007
0135-0074,calcium carbonate,TUMS EX,Haleon US Holdings LLC,CALCIUM CARBONATE (750 mg/1),TABLET,ORAL,HUMAN OTC DRUG,OTC MONOGRAPH DRUG,M001
